,0,1
971, I am pretty restrained. I once didn't see my cousin for 3 years. when we walked up to each other  you would have thought we had seen each other yesterday.,0
972, my Superman Action Figures,0
973, go strait to my GF / BF and communicate what just happened,0
974, take out my . 45,0
975, NONE of my close friends would EVER take out Heroine. ! ! so the Q is moot,0
976, of course. He / She is Hidding something,0
977, I am alone  the water is Blue. the sun is out and it's hot,0
978, summer. there were birds and small animals  green grass and a light breeze,0
979, No  never. My Daughter is 16. I would Hunt down the Fucker who raped her  and then seriously hurt him. But I would Help my Daughter to Raise my Grand Child,0
980, Knowing ME. I would have been put there for a warning. I would strat to examine my life and wonder what I should change. As I did that  I would get up and start back towards home. Calling my Family members to help me if they could,0
981, tell the Manager,0
982, LISTEN ! ! they always talk  and want to be the center of Attention. Listen and get involved  in their Convosation. Once they pay attention to you  then smile and talk your way into their Pants,0
983, Take out my . 45,0
984, kiss you  and give you a Hug,0
985, I am a cowboy  and that's how people see me,0
986, the same but I have been down 25 feet in the Meddteraten Ocean,0
987, I did change we stopped having sex  and became even better friends,0
988, hard wood  I like the look and feel of wood,0
989, Murder stick a needle in the fucker and get rid of him / her,0
990, Yes  because they are Human Beings too,0
991, Blacks  because we are still very Predujiced as a People,0
992, Adption Abortion is Killing  no matter what anybody says,0
993, I guess so. I use Yahoo and Skyp so I don't really know. The corniest ?? Batman100,0
994, nothing is off limits,0
995, good in that the kids get a more personelized education bad in that they don't interact with other kids,0
996, helpful. You learn even if you're not in school,0
997, nothing is Impossiable,0
998, too much. I am selfish and want to know that she cares,1
999, nope I can do either,0
1000, I say WHY I am mad  then let them know how I am hurt,0
1001, damn  sorry Sweetie,0
1002, I brought a black woman home once and that was enough . My Parents don't tollerate inter racial relationship,0
1003, just different,0
1004, Yes  I think so. Pro -choice means that a person is for abortion,0
1005, it's the same thing  but i don't know why one is legal and the other is not it's dumb,0
1006, No  I hate winter LOL,0
1007, it gets better,0
1008, 6 :30 TO 7:30 AM mtz,0
1009, Toy Story 3 So funny,0
1010, In the Song : Its a Long Way to the Top   &quot; by Ac / Dc  they say &quot; if you think its hard doing one night stands  trying playing in a rock / roll band &quot; that is FUN ! !  LMAO,0
1011, I have been to Jail several times  so yes,0
1012, Spring  or Rain or some Hippy nonsense name like that,0
1013, I have been to Jail 17 times,0
1014, Pink  Please don't Leave me.,0
1015, getting Divorced,0
1016, Maddonna  she is one freaky hot Cougar,0
1017, Nope  no Drama. Not allowed,0
1018, when I went overseas  I made an agreement with my Lover that it was ok to fuck whom ever we wanted as long as we both practiced safe sex. When i got home  it was a closed relationship. Everybody is different  but for us  we made sure to be Honest and Open about the fact that we were Horny and wanted to get laid. So it was ok,0
1019, John Mayer >> Half of my Heart,0
1020, bad grammer if you're from the street..... DON'T TALK LIE THAT ON THE WEB kk ??,0
1021, The Casper Wyo Police ** Basterds **,0
1022, yes  I have been in several fights  but not in a Long time,0
1023, the Law. I have an active warrent for my arrest in Wyoming,0
1024, No  If I have something to say  I am pretty blunt about it,0
1025, to win the Lottery,0
1026, nope. there are a couple people that I am mad at  but i would still talk to them,0
1027, my Ex Wife that says it all,0
1028, yes  but it's raining  so I am in doors and doing this  LMAO,0
1029, there is right and wrong  and it matters if we do the wrong thing,0
1030, nope  she is a very Kool Person,0
1031, Casper Wyoming was the site of an Old Army fort.  Lt. Caspar died in an Indian attack and the town was named after him. ( even if they mis spelled it ) Wyoming is the Equality State  as we were the first State to give Women the right to vote and the first State to kill a woman ( for Horse theft ),0
1032, not yet. I was this morning  but I took care of that in the shower,0
1033, She is Home  and safe. Thank you And YES I am better.,0
1034, mabey If i had a good Director. LOL,0
1035, no  working fine,0
1036, aaahhhhh okies,0
1037, cause they are just stupid,0
1038, I work in a Hotel  so no weekends off for me. I have Mon / Tue off,0
1039, If that's what you believe than you will. I hope you Pass  and get a good job,0
1040, always. KISSSSSSSSSS,0
1041, woman she's a freak  but she's a chick,1
1042, it was 1980   and we had so much Snow I had to crawl out the window to clean off the porch  so I could open the front door,0
1043, YES Right to Brazil and be a rich Baron,0
1044, NO ! !  NEVER ! !,0
1045, yep do you shave or wax your Legs / Pussy ??,0
1046, It's fine. Just don't give your body to just anyone. Marriage is only an Idia after all   NOT an instituition.,0
1047, LOL I don't own one,0
1048, it's better than not doing anything,0
1049, Since that's the Law to become a Citizen  then yes LOL,0
1050, Yes   I do. But I have NO idia what they look like or even if they are friendly. I hope they are thou,0
1051, ww2 very interesting,0
1052, Larry the Cable Guy,0
1053, I really don't know,0
1054, not abusive if done with an open hand and only once,0
1055, My Daughter  my BFF  and my GF,0
1056, beer  and German Brauts,0
1057, &quot; Keep your drink  just give me the Money &quot;,0
1058, Hello  my name is >>>>,0
1059, being the biggest ass hole in the world : : : naaaa  jk  jk  helping to make my Daughter a better Person,1
1060, Yes  I have done much more time in Jail than her  but she only did a Probation Violation. So it's fair,0
1061, Ha Ha Ha Ha Ha Ha Ha I was 13 when i discovered beer and Whisky,0
1062, nice ! !  you're a naughty girl then ??,0
1063, yeay when I was 15 LOL My first GF,0
1064, ok then don't talk to me,1
1065, lust ( for now ),0
1066, May West she was the original dirty little freak,0
1067, no it would take too much money out of the system,0
1068, time outs are very affective. But i spanked my Daughter. Just not more than once at a time. No need to be Hurtfull,0
1069, aawwwww ! !  now I'm all warm and fuzzy inside ! ! LOL,0
1070, in the old days  women would do that any given day. women fainted on a reuglar basis. So yeay.... if she wants to earn 18 million dollors  then she should get into her part,0
1071, Michelle Obama to fuck up the ass,0
1072, KISSSSSSSSSSSSS ( I know ) lol,0
1073, the U.S. is 18,0
1074, Money Pink has a GREAT line >> keep your drink  just give me the Money . Har har har,0
1075, I leave a job when they treat me like a slave and take me for granted. Nothing but MONEY motivates me in a job. I don't work because I WANT to  but because I HAVE to. I have abosutley NO loyelty to any company. The Guy next door wants to pay me a Dollor more ?? good By Fucker Face ! ! !,0
1076, stop eating salty foods  foods with saterated fat  and candy,0
1077, many more kisses ! ! Muwah ! !,0
1078, 5 I have some OCD and that makes me happy for some weird reason,0
1079, doesn't really matter. I have dated both sides. As Long as She has a strong mind and is Independant  I like her,0
1080, I think it's time to move on. That's too important an  issue to stay with him,0
1081, have a great day,0
1082, nope I would not want to watch myself,0
1083, have one for me ??,0
1084, thick I used to like it till it got gray LOL,0
1085, The Death and Life of Superman ( that's my Fav  but I read many many books cover to cover ),0
1086, LOL don't give her too much grieve we all do it some time,0
1087, they are in a geo cycronis orbit and stay there due to gravity. 22 300 miles up is the norm,0
1088, wrong ! ! she should have been allowed to stay outside,0
1089, roasted garlic chicken yummy,1
1090, I will we have a beer called : Dogg Slobber ( I kid you not ) and it is dark and very heavy. But i will drink Smirnoff with you,0
1091, Family  Friends  My Dog  Beer and sex,0
1092, my Beer my head set my Mouse my Pen my Watch,0
1093, My Teddy Bear  my Batman Stuffed toy my Superman Blanket  my Catholic Cross ummmm >> that's about it,0
1094, Death  no Family  No Money,0
1095, too bad. Want me to take you ?? ha ha ha ha,0
1096, just a few actually,0
1097, yes I had to take care of myself.,0
1098, Duii .  I was at the Bar and decided that I could drive home. Plus  I had no Insurance and had a suspended Licence. I hadn't paid my Fines from the last time that had happened  so they threw me in the Tank LOL,1
1099, Ha ha ha ha IDK,0
1100, I am a Father  an Uncle  and a God Father,0
1101, Not really. But some parts of Wyoming is Flooding,0
1102, Really  who cares ?? I would be in Heaven and drinking beer without getting stupid so I don't care what I would be wearing,0
1103, Keep your drink  just give me the Money. : Pink  U and ur Hand,0
1104, too many to count  LOL,0
1105, I am not sure what you're asking. if you mean only English speaking people in America  then No. we have Freedom of Speech Here.,0
1106, They tryed. I turned out to be an Outlaw anyways LOL,0
1107, Make them work for most things. But spoil them on Holidays like their B Day,0
1108, they should. She worked Hard for her Money and By God she should be able to do with it what she wants,0
1109, It's illegal in the county of Natrona to Pop off fireworks. some people do it  but it is heavily enforced,0
1110, I am divorced and took all the Pics off my computer I have one of my Daughter and I thou How do I post Pics ??,0
1111, mebey LOL you're pretty hot,0
1112, I hate her  LMAO,0
1113, I like me as I am,0
1114, I bought one once in France  ( got arrested for that ) then in Spain and Brazil ( I got away with those ),1
1115, 1   2   4  10  11  15   16   21,0
1116, number ONE Baby ! !,0
1117, very In Dec I got out of jail after a 6 month sentence.  I am still on probation for that shit. LOL,1
1118, the same between 65 and 75 or so,0
1119, sure that's too bad  he's funny,0
1120, eeeeeeeeeeeeeeeeeeeeeeeee ! ! ! !  ( going to work now ),0
1121, What ??? what are you talking about ??,1
1122, without unless i am having Gay sex. Then it's always with a condom,1
1123, Yes both dirty,0
1124, of course I am ! ! LMAO,0
1125, I have been to jail I love my Daughter I am 7 feet tall,0
1126, Bigger than my cock ( unfortantly ) size 12,0
1127, I have stayed friends with my H.S. Buddies for the last 25 years,0
1128, No. but they should get Counsiling,0
1129, sure  they can be good Parents too,0
1130, sure  It's no worse for you than beer,0
1131, sure It's not any worse for you than Booze,0
1132, what are they ??,0
1133, Leaving >>> I don't know yet He hasn't said yet,0
1134, Single I have been divorced for a little over a year now,0
1135, single / divorced over a year,0
1136, I don't eat candy,0
1137, I will ( just for you ),0
1138, yes the evidence is there,0
1139, I never use the  U.S. Postal System there are too many competitors out there,0
1140, Toy Story 3 very funny and very entertaining.,0
1141, I am good  thanxxx  and you're very welcome,0
1142, No  as long as you take your time and give attention to both Partners,0
1143, I leave I have never cheated. If you make a Commitment you KEEP it,0
1144, no. We all judge,0
1145, I like it. LOL,0
1146, Those People are stupid and need to be shot ( or enslaved ),0
1147, The 4 th is the celabration of the SIGNING of the Constitution  and the Decleration of Indipenace. The Constitution was ratified into Law in 1782 by the 13 Colinies a full year after the Was was over,0
1148, I don't agree. Lying is just stupid and wrong  no matter which Gender does it.,0
1149, I think so. Everyone is Curioues  just depends on how much so,0
1150, I have hopes and dreams I keep them in a safe place too,0
1151, yea I had sex in Jail when I was 30 and I found out I liked it,1
1152, lol so kay I like your Q's,0
1153, fuck yeay I have a 7 inch cock,0
1154, okies It will be later today  as I am going to work reall soon,0
1155, sure I am following you,1
1156, yeeeaaaa ! ! ! LOL,0
1157, the 50's that way i would be a teen in the 70's and could really get my freak on,0
1158, I do I enjoy the ceramoney,0
1159, my Beer First  then the T.V.,0
1160, gone to the Sinks Canyon to go Camping,0
1161, I was 26 when I got married I was madly in love,0
1162, sorry Sweetie I went Camping and forgot what I asked you. ( again    sorry ),0
1163, I was married for 8 years,0
1164, it's Kool with me,0
1165, It's their State. Let em do it,0
1166, yeppers ! !  LMAO,0
1167, always Sweetie have a good night,0
1168, I don't really know,0
1169, too many Fakes and Liers  but Prince is wrong,0
1170, I read about it. I have never worn one,0
1171, talking to my Daughter on the Phone,0
1172, I can wait for the Vidio LOL,0
1173, The are safe. The Gov / Military uses them all the time. The fear is that people with bad Intent will use them to hurt Americans on American soil,0
1174, Afgans  should be Employed to mine  and Tap this resorce. And the money should go to the Afgan Government,0
1175, yes. I have done it at work,0
1176, LMAO never girly. I have done some really dumb things though......,0
1177, we had a school Lunch Programe,0
1178, country Music  and yes. There is a Majority of white People,0
1179, no. When it's time to go  it's time to go,0
1180, Boobs  pysically. Mentely  I like a strong minded person,0
1181, okies you're fine spamming me,0
1182, I actually don't know .,0
1183, yes  and I love them,0
1184, no. try education first,0
1185, Thank you ! !  That means a Lot to me ! !,0
1186, Face Book  because My Space is full of Liers and Hackers,0
1187, yep  but Superman is my Fav,0
1188, yes  but i have dated women with dark / black hair,0
1189, I was in the Navy for 6 years. I went around the world twice,0
1190, It means what it Says it means,0
1191, I have taken Beer with Hydrocorto before. I just passed out,0
1192, yep yep. Most People are nice to me  because I am nice to them. No  respect is Earned and you can't just demand it. Punks in Jail do that.,0
1193, Keep your Drink   just give me the Money,0
1194, LMAO I don't really know how to answer that one,0
1195, oh Gawd  .... where do I start ?? LOL Big boobs  blond hair  blue eyes. Strong Minded . Idependant.,0
1196, oooppsss sorry LOL,0
1197, I was born in Lander Wyo  and Casper Wyo is around 350 miles away,0
1198, yes it was. we had full on sex. It was great. ( even thou I was really scared ),0
1199, liers and fakes,0
1200, kiss you ( nicely ),0
1201, Free Online Image editor,0
1202, Then I am mistaken well then  more Power to those Poeple. Mebey i will do it,0
1203, I had sex with one of my Teachers. that was weird for me,1
1204, ha ha ha ha ha ha right on when did you know you liked Vodka  ?? what did you try before that ??,0
1205, yes 6 years in the Navy went around the world twice,0
1206, nope  and Nope,0
1207, I have Superman tooth paste ( believe it or not ),0
1208, Duii   and not paying my fines,0
1209, Rock and Roll Old Country,0
1210, My Leather Vest  Cowboy hat short sleeved shirt  and Wrangler Jeans,0
1211, same age I suspect. So truth... spit or swallow ?? LOL,0
1212, Communication is the key not speaking and telling each other our feelings is what broke up my Marriage,0
1213, MaCarther he was a reall American Ass Hole,0
1214, both Rabbits  and Antalope  deer  Elk sometimes bear,0
1215, Be Patient. Listen  don't yell Don't Abuse your Body,0
1216, nothing  really,0
1217, talking to you,0
1218, my keys. I have a hook for them right next to the door  but I am constantly putting them in places where I have to look for them,0
1219, to go Camping as many times as I can  in as many places as i can,0
1220, Being Reliable and a good friend,0
1221, Being a Jail Bird and Outlaw I don't steal,0
1222, I have Asthma  and some mornings I don't always take my meds,0
1223, red shirt with white stripes  black jeans and and cowboy boots,0
1224, Calm  peaceful and you ??,0
1225, Trimming the Tree. Then the House  with Lights around the windows and Outside,0
1226, Keep your Drink  just give me the Money >> Pink LMAO that's just FUNNY ! !,0
1227, I was hit by Women  and I hit back.If you raise a hand in violence towards me  you better be prepared to be hit back,0
1228, I am going to watch them. Natrona County doesn't allow doing them our selfs. The show at the Lake is always pretty good,0
1229, they should be Potty trained,0
1230, Strait people are missing out on having it both ways. I enjoy sex with women the most  but gay sex is erotic and fun,0
1231, Fucking BP ! ! all the short cuts they took   just to save a few dollars that NOW is going to cost them almost a billion or more. AND they managed to fuck up our Planet even more. Thanks BP ! ! Fuckers ! !,0
1232, I bite my fingernails,0
1233, Sex    beer   and Rock n Roll,0
1234, Brown  short and thick,0
1235, I have Superman Bed Sheets ( no Kidding ),0
1236, I went to work bboooooo,0
1237, Brauts and Potato salad,0
1238, Strong Minded  Big boobs  and Outlaw like me,0
1239, LOL it's not true,0
1240, I am Part Irish  so I like them,0
1241, to make People Happy,0
1242, I really don't know,0
1243, float the river,0
1244, after school activities,0
1245, Go Camping in the Yukon Territory,0
1246, He is the Ultimate Outlaw. Very Disturbed and Driven to make things right,0
1247, He's gone  but Dad was the Strongest Person i ever knew,0
1248, it's a Mob Mentality,0
1249, If it's proven that the Person actually took a life  then stick a needle in the fucker and throw him / her away,0
1250, They are o.k for those that enjoy it. I don't happen to enjoy feet now Boobs  ...........yummy,0
1251, LMAO suckers ! !,0
1252, I use it I have several firearms  and I will never give it up,0
1253, love it. BTW  PDA stands for Public Display of Affection  so to say  PDA in Public  is redundant,0
1254, Let them get IN FRONT of the troops,0
1255, It's just Dumb and irresponable.,0
1256, Too young  and should not be allowed,0
1257, because those Tex a Cans are ass holes,0
1258, If it's consentual   then no. Remember  there are safe words and they should always be followed.  As long as it's kept as a Game  then no harm  no foul.,0
1259, I really don't know,0
1260, ( sigh ) he's trying  but he is falling FAR short of what he thought he could do.,0
1261, too afraid to die. We don't have the tech. to UN Freeze them  and probably never will. Too bad for them,0
1262, it doesn't matter,0
1263, firing squad at least I could stand up,0
1264, what a fun Movie ! !,0
1265, Daddy / School Girl,1
1266, scat very nasty and icky,1
1267, being able to figure out and solve a promblem,0
1268, I give my Daughter chores. It gives them a sence of disapline  and takes care of the things I can't / dont have time for.,0
1269, Not necessary  but I liked it when I was married,0
1270, do you like spamming people or getting spamed,0
1271, I have Superman Swim shorts  and i love them LOL,0
1272, She is Blond and Blue eyed a little thick  but she has had 3 kids. BIG boobs She hates it that I am an Outlaw,0
1273, 2 eggs  over easy. Bacon and toast,0
1274, I have done my share of drugs and am done with it I have enough problems with beer,0
1275, coke  ex   Meth and heroin,0
1276, I get headaches when I stop drinking it. If I have too much   I get the shakes a little,0
1277, this one. I have watched so many changes in the world. I used to program Computers with Doss. I remember when we had no cell phones  no metal detectors in school   and t.v.'s had no remotes It has been quit an expience. I wouldn't change the times that I have lived in,0
1278, Attracted to : Germans   cause I am one. Least : American Indians,0
1279, space travel that's when we found out that we could travel beyond our place in the Universe,0
1280, I go to all Family actieties  I love those People,0
1281, I don't drink Soda,0
1282, Smile4metoday... NO ! ! No  ha ha ha ha ha jk jk IDK.. um Debrorah,0
1283, blond and blue,0
1284, What ?? I am not sure I know what you're asking,0
1285, well then they probablly like being in Diapers like you,0
1286, 10 I am EVERYTHING,0
1287, You're very sweet  and you have a big heart. my Neibor is very hot and sexy. There is no dog across the street,0
1288, neatness I can't stand a dirty house / GF,0
1289, I am German I loved Brazil  and would like to go back,0
1290, I want to go back to Brazil and see more of that Place. I fell in Love with that country I am Danish and German  myself,0
1291, done them all >>> well MOST of them,0
1292, I have tryed a lot  and enjoyed all of them,1
1293, although I use it alot  and never get it right LOL,0
1294, sex / 15 married / 21,0
1295, Pink's newest one,0
1296, Women in Ball Caps,0
1297, tie diy Tee Shirts,0
1298, mowed the Yard,0
1299, jacking off  by a Family Member,0
1300, Marriage I still love and even miss Her sometimes  but it's not all that,0
1301, Charlie King said &quot; Thank You for your Hard Work &quot; I never ever forgot that,0
1302, the hurt of being divorced,0
1303, Public Speaking,0
1304, sex  beer and rock and roll,0
1305, a social network just Like Face Book,0
1306, I don't have a cell phone,0
1307, American Idependace,0
1308, nothing. I love them,0
1309, I never become overly sociable. I am just me. I think &quot; Hello &quot; works just fine for me,0
1310, I never took Chemistry,0
1311, I have a U.S. Flag on my wall with 48 Stars on it. It's really old  but I like it,0
1312, I am not sure I am a Catholic  and have been to other Churches  but don't know the difference between Protestants Churches,0
1313, Atheists do NOT believe in God Agnostic's Believe it when they see it,0
1314, America has a fair prosses,0
1315, the Polar bears  then the Lions,0
1316, Woody I was in a work release program fresh out of Jail. This guy saw me outside and said &quot; that guy looks like Woody    from Toy Story &quot; It stuck with me for years,0
1317, Good Q . I only have one Kid  so I don't know. I think 20 is extream.  I   myself would only want there to be no more than 10 years between siblings,0
1318, Pink  please don't leave me. It's so pretty and she sounds so loneky  that I had to re play it.,0
1319, Katy Perry >> California Girlz,0
1320, I love you  to my Mom,0
1321, oh  I don't remember. I Graduated in 1985,0
1322, fuck ( or mabey Pussy ),0
1323, I have scars all over my body. I didn't do it on Purpose  just part of my job.,0
1324, Jeffery City Wyoming. I graduated in 1985,0
1325, IDK I think Six Flaggs in Denver,0
1326, I wish I could sing,0
1327, jumped off a Rail Road Bridge. it was 90 feet to the water I was ok  but man was that dumb,0
1328, nice  calm and clear around 70 or so,0
1329, to leave my Wife,0
1330, yes it does My ex Wife came home with Herpies  and I didn't give it to her. But I did forgive her. I still left her   but I forgave her,0
1331, I drink beer and get all my sugar that way. I don't eat candy,0
1332, LOL A Girl that I know that has a funny message,0
1333, I am a Gemini  but i don't know the rest I was born in June,0
1334, California Gurls by Katy perry,0
1335, around 8 to 10 cups of coffee a day,0
1336, pimp  and I am living it,0
1337, I don't eat Ice Cream,0
1338, Chocolate chip last year,0
1339, Brughts  Baby ! !,0
1340, camping ridding my Harley is a close second,0
1341, I don't know mabey hide and seek,0
1342, Face Book a couple of Hours,0
1343, I don't have a cell phone,0
1344, cheetas they are beautiful,0
1345, to be a Hotel General Manager keep working hard,0
1346, The Sinks Canyon   North of Lander  Wyoming. It's very Peaceful and Quiet,0
1347, the person now dead  because they didn't get the help they needed,0
1348, Every one is different  and if it fits BOTH Partners then it's O.K,0
1349, It's their body  so they can do whatever they want. And yes  I think it does let them express their individuality.,0
1350, I love going to Church   and I pray all the time,0
1351, It's ok  no it doesn't degrade people,0
1352, they are scripted  and not real at all,0
1353, I think it should be allowed. Stem Cells can give us alot of Promise,0
1354, if someone kills a Human Being  then shove a needle in that fuckers arm and take revenge,0
1355, we worry about our Kids,0
1356, the way I put on and take off my Socks / Boots,0
1357, They aren't really that snobby or slutty you can find People like that anywhere,0
1358, I like them. they are just as reall as meeting someone in &quot; real life &quot;,0
1359, it doesn't exist,0
1360, picking my nose LMAO JK JK JK Swimming backwards,0
1361, I am tall and thin. Always have been. so it's always been a source of enjoyment for other people,0
1362, Casper has 50 000 people it's close to Casper Mountain and Alcova Lake so there is lots to do,0
1363, yes it does  and that's what I use,0
1364, A 1969 Chevy 3/4 ton truck I bought it,0
1365, Yahoo and Gmail,0
1366, It's ME that has a bad influence on THEM LMAO,0
1367, to be Honest  and Kind  and help others,0
1368, I don't have a cell phone,0
1369, I had a great Relationship with my Grand Parents  when they were alive,0
1370, I agree  and i do the same,0
1371, prostitution it's a victim less crime,0
1372, nothing  my Mom had a stroke last night and is in the Hospital so I am very worried,0
1373, Talking to my Daughter. She is pretty reserved  but she said that she Loved me  and was proud to be my Daughter. I just felt so Happy and Spiecial,0
1374, Being insincere,0
1375, making some one hurt intentinally   being Predujiced  not trying to advance yourself  just staying stagnet,0
1376, Been to Jail 4 times  and I still have un Paid fines that I have to take care of. I have respect for the rights of Others  but no respect for the Law,0
1377, don't take my hat off in Buildings.,0
1378, I have very few  but I don't steal and I don't lie and I don't hurt people unnessasarly.,0
1379, I never lie. I am brutally honest  and want that in a partner,0
1380, That man can't act. Period. so it's a moot Q,0
1381, Ironman 2 and I saw it,0
1382, stop going to jail LMAO,0
1383, That's a secreat,0
1384, on my belly  hugging my pillow,0
1385, Catholic and NO !,0
1386, the Gun Fight at the O.K Corral Doc Holliday,0
1387, History  I like knowing what happened before I was here,0
1388, History  I like to know what happened before,0
1389, We should be able to message each other,0
1390, it's BOTH of theirs. He's an ass for not helping  and she's stupid for not taking care of her own body. I am not sure there should be a Punishment  he has to live with the fact that he abandoned his Child,0
1391, medium shirts and pants are 32 in wiest  and 36 length,0
1392, Pink  Please don't Leave Me,0
1393, Stevie Nicks  leather an Lace. I danced to that song at my Wedding. Now I can't listen to it,0
1394, Large Crowds of People,0
1395, loud talkers. Pushy People rudeness Going to someone's House and they are sloppy Housekeepers,0
1396, 9; 55 pm  and I have no idia,0
1397, 3: 32 pm Mountain Standern Time,0
1398, women  but I do like gay sex once in awhile,0
1399, Intercourse with women Oral with Men. I like the feeling of being inside a woman  but have to be in the mood to be penatrated myself,0
1400, I have been working in Hotels  and cruise ships doing Maintenace for 21 years,0
1401, DODGE they have a crappy brand and a shitty product,0
1402, hide and seek. As i got older  it was hide and seek with B B guns  now it is with Paint guns,0
1403, the Ex Mrs Hedge Fund it's about a rich woman who finds out her Husband is cheating on her and then decendes into a Murky Sexual hedonisim to try and make herself feel better,0
1404, The Ex Mrs. Hedgefund,0
1405, Iron Man 2  it had pleanty of action  but I had to WAIT till the very end of the credits to see the trailor to the Thor Movie,0
1406, Chicken and Beer,0
1407, Cubing hay on a Ranch,0
1408, We both Work Hard and Play Hard,0
1409, I am more capable with Tech   Like Computers and Gadgets,0
1410, My Space It's full of fakes and Pervs,0
1411, My Dad was a fun loving free spirit  who loved his beer and gave all his heart to his Kids. My Mom IS a nice  well mannered Lady who is kinda clingly  and worries about about my Life Style   but means well .,0
1412, I am going to Yellowstone National Park in August,0
1413, My Dad passed away 4 years ago. I miss him terriably. I don't know what i will do for my Uncle.  ( he has everything ),0
1414, I actually have no Idia,0
1415, ALWAYS Wrong ! !  Suicide is a Mortal Sin,0
1416, go get her  and take care of her,0
1417, I am Divorced  so the one Person I really loved is out of my Life now,0
1418, I have heard my Nieghbors having sex  and I am sure they have heard me  I don't mind it,0
1419, LMAO I really don't know. I guess I would ask her if I could be let go  and have sex with me so I could remember it,0
1420, I would be a woman  so I would immediatly get laid. I have always wanted to know what that would be like,0
1421, Rock Star they get all the Women LOL,0
1422, I have no idia,0
1423, True Friendship,0
1424, BOOBS ! ! I like strong minded women,0
1425, a hot 19 year old blond going into the Navy !! No !  No !  jk jk..... A pot of Gold really.,0
1426, German Sausgage,0
1427, driving while drunk,0
1428, Give Peace a chance,0
1429, Freedom of Speech,0
1430, a guy he told me I had really pretty eyes LOL,0
1431, My Mom just had a stroke  and so I have had to move in with her  to watch her. She Mutes the T.V during commercials. I hate that,0
1432, Meeting my Ex Wife's new BF,0
1433, Having gay sex  and it got really messy after he pulled out,0
1434, The Current Immagration laws that we have,0
1435, Having sex with a Married Couple. That way I could fuck both sexes at the same time,0
1436, none. I stopped eating junk food a long time ago.,0
1437, Baseball Baby ! !,0
1438, Chocolate Chip cookies I rarely eat them  because I don't eat much sweet things. But I do like them,0
1439, all kinds I love pink and Ac/ Dc both,0
1440, gone to jail comes to mind. Cheating on my Wife was big dumb thing to do. Having to re build my Harley cause I crashed on a bridge after drinking to much beer....... the list goes on. And no  I have never screamed like a girl,0
1441, here ?? just friends. I like this Place  asking random Q's and answering them,0
1442, I hate stupid Q's Like :: do you have a job  or what class do you dislike.,0
1443, I have a long one on my Left forearm. I was helping a Friend of mine to steal a gas heater and as we were taking it out  the Sheet Metal cut my arm pretty bad,0
1444, The Oil Spill in the Gulf,0
1445, Yellowstone National Park,0
1446, my Daughter  and it was about sex,0
1447, Camping  Ridding my Harley  sex  Beer and Rock and Roll,0
1448, Sober  by Pink,0
1449, yuck  I don't eat that stuff,0
1450, Snakes World it's a porn site,1
1451, letter>> A color >> Superman Blue Word >> fuck saying >> shut the fuck up clothing >> blue jeans Shoes >> boots,0
1452, Catholic  and No. My Daughter is Luthern ( Her choice ),0
1453, the Internet. It's fun  but we really don't need it,0
1454, my Page says 3 min ago LOL btw... ur not ugly and whoever said that is dumb,1
1455, Today I told my Daughter I loved her,0
1456, I'm tired of debating this with you. I have stated my Opinian with out makeing you feel infierior for yours. Get off it,1
1457, Humans ! ! LMAO,0
1458, 14 years ago  when I had my first encounter,0
1459, I was 15  and very nervouse. She wasn't a virgin  and I wanted very badly to please her,0
1460, LMFAO ! ! In Jail   it's when you can sit down on the Toilet and take a shit in front of Him. ( the cells are really small ),0
1461, I really don't know,0
1462, a few have   and I don't laugh  but i do enjoy it,0
1463, LMAO I suppose so,0
1464, june 20 th and I am going camping,0
1465, same as you. I just say  A Lot of things make me Happy,0
1466, I think fast and get quiet,0
1467, you're Picture is really small  but i think you are a hottie. I think about what you would look like naked,1
1468, Wedding >> 2007 Funeral >>2008,0
1469, today  on the phone,0
1470, last year>> George Jones,0
1471, Last Summer I was in Grand Teton in July,0
1472, 2000 I still Lived in Oregon then,0
1473, when I was in Jail,0
1474, I do  and no  it's not cheating if I don't act on it,0
1475, I close my eyes and do Deep Breathing,0
1476, Superman or Batman,0
1477, LOL I have nothing they want  and the women / men that I have in my life don't either,0
1478, I usally sleep in the Nude  but I live with my youngest Sister so I have Superman P.J.'s to walk around in,0
1479, Nursing Home. I crave other People.,0
1480, never I drink BEER and this kills all the bad things in my body,0
1481, my Last Boy Friend and I were together two years ago,0
1482, On the underside of my forarms  around my wrists on top of my hands,0
1483, all over his ARC. LOL,0
1484, To visit my Daughter over X Mas,0
1485, At a barber Shop on Center Street,0
1486, the same for my face and my pits,0
1487, how much and how early they drink,0
1488, Casper Wyoming,0
1489, Fast Food I work in Hotels and that's how i want to keep it,0
1490, Yellowstone National Park Last weekend,0
1491, Jackson Hole Wyoming,0
1492, the back of an Anublance,0
1493, The Sinks Canyon I am back now>>> It got croweded.  I wanted to get AWAY from People ! ! ( I still had a nice time ),0
1494, It's NOT effective  but it is revenge and I like it,0
1495, No. The Majority of Americans DO believe in God  and in a Democracy  the Majority rules,0
1496, 2 because at the Movies you can't talk. It's a big T.V. screen. at the park and on the carriage we can carry on a conversation.,0
1497, Pencil  optomist sun rise I don't lie either,0
1498, I tell my BFF everything She never passes judgment on me,0
1499, women we are scared to say no to them,0
1500, Dynamic and strong,0
1501, verbal  that's face to face,0
1502, neither they both sux  and I didn't need to research that,0
1503, they are >> and I am a Loin,0
